Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
520.0,HTML/CSS,HTML/CSS,Microsoft SQL Server,MongoDB,Windows,AWS,jQuery,Express,Atom
525.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
526.0,Bash/Shell/PowerShell,C#,PostgreSQL,PostgreSQL,Android,Android,Angular/Angular.js,ASP.NET,Notepad++
528.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MongoDB,AWS,AWS,Django,Spring,IntelliJ
529.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,Angular/Angular.js,Drupal,IntelliJ
533.0,C#,C#,Oracle,PostgreSQL,AWS,AWS,Angular/Angular.js,React.js,Eclipse
539.0,Bash/Shell/PowerShell,Go,PostgreSQL,Couchbase,AWS,AWS,Express,Flask,PyCharm
540.0,JavaScript,C++,PostgreSQL,Elasticsearch,Google Cloud Platform,AWS,Flask,React.js,IntelliJ
542.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Django,Django,IntelliJ
545.0,Bash/Shell/PowerShell,C++,MySQL,PostgreSQL,Android,Android,jQuery,jQuery,Android Studio
547.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Android,ASP.NET,Angular/Angular.js,Notepad++
550.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,Angular/Angular.js,Angular/Angular.js,Visual Studio
553.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
554.0,Go,Go,MySQL,Elasticsearch,Android,Docker,Angular/Angular.js,React.js,Vim
555.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,ASP.NET,Angular/Angular.js,Notepad++
558.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
561.0,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Heroku,Heroku,Django,Django,Atom
562.0,C#,C#,Microsoft SQL Server,PostgreSQL,Android,Android,ASP.NET,ASP.NET,Visual Studio
563.0,Assembly,Assembly,MariaDB,MariaDB,Docker,Docker,jQuery,React.js,IPython / Jupyter
564.0,C,C,SQLite,SQLite,Arduino,Arduino,jQuery,React.js,Atom
565.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Android,Laravel,Angular/Angular.js,PHPStorm
566.0,Bash/Shell/PowerShell,Objective-C,Microsoft SQL Server,PostgreSQL,Android,Linux,jQuery,React.js,TextMate
571.0,Assembly,Assembly,MongoDB,MongoDB,AWS,Android,jQuery,Vue.js,Notepad++
572.0,Assembly,Assembly,PostgreSQL,PostgreSQL,Linux,Linux,Angular/Angular.js,Angular/Angular.js,IntelliJ
574.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Linux,Django,Django,Notepad++
575.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Android,Docker,Flask,Django,Eclipse
578.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,jQuery,React.js,Android Studio
581.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Android,jQuery,Laravel,PHPStorm
582.0,C,Dart,MariaDB,Firebase,AWS,Android,Angular/Angular.js,ASP.NET,Android Studio
583.0,Java,Scala,MySQL,Elasticsearch,Docker,Docker,Angular/Angular.js,React.js,Notepad++
586.0,Java,C,MySQL,Firebase,Android,Android,Spring,Angular/Angular.js,Android Studio
587.0,Bash/Shell/PowerShell,C#,Elasticsearch,PostgreSQL,Linux,Linux,Vue.js,React.js,Vim
588.0,C#,C#,Couchbase,Couchbase,AWS,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
589.0,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
590.0,C#,C#,Elasticsearch,Elasticsearch,MacOS,Docker,ASP.NET,ASP.NET,Visual Studio
591.0,C#,C#,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
594.0,HTML/CSS,Dart,MongoDB,MongoDB,Android,Android,jQuery,jQuery,Android Studio
596.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
598.0,Assembly,Assembly,DynamoDB,Elasticsearch,Android,Android,Angular/Angular.js,jQuery,Android Studio
602.0,C++,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Django,ASP.NET,Android Studio
603.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MariaDB,Docker,Docker,Spring,React.js,IntelliJ
604.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Linux,ASP.NET,ASP.NET,Notepad++
607.0,C#,C#,Microsoft SQL Server,Redis,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio
608.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,PostgreSQL,Docker,Docker,Django,Django,Eclipse
613.0,Assembly,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,jQuery,Notepad++
614.0,Bash/Shell/PowerShell,C#,MySQL,Cassandra,Linux,Android,Spring,Spring,Android Studio
615.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Windows,ASP.NET,ASP.NET,Notepad++
617.0,Bash/Shell/PowerShell,Clojure,Elasticsearch,PostgreSQL,Android,Arduino,Express,React.js,IntelliJ
626.0,HTML/CSS,HTML/CSS,Oracle,PostgreSQL,Slack,Slack,jQuery,jQuery,Eclipse
628.0,Bash/Shell/PowerShell,JavaScript,Elasticsearch,DynamoDB,AWS,Docker,React.js,React.js,Vim
637.0,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
639.0,HTML/CSS,JavaScript,Firebase,Firebase,Android,Android,Express,Django,Android Studio
640.0,HTML/CSS,C#,MySQL,PostgreSQL,AWS,AWS,ASP.NET,Angular/Angular.js,Visual Studio
643.0,Bash/Shell/PowerShell,Go,Microsoft SQL Server,MySQL,AWS,Docker,Ruby on Rails,React.js,Sublime Text
645.0,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++
647.0,Assembly,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
650.0,Bash/Shell/PowerShell,C++,MySQL,MongoDB,Arduino,Arduino,React.js,React.js,Visual Studio Code
654.0,Clojure,Clojure,Cassandra,Elasticsearch,AWS,AWS,React.js,Other(s):,IntelliJ
657.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,Arduino,jQuery,jQuery,Eclipse
658.0,C++,HTML/CSS,MySQL,PostgreSQL,Android,Linux,jQuery,React.js,Notepad++
659.0,Python,Python,Cassandra,MongoDB,Docker,Docker,Flask,Flask,IPython / Jupyter
660.0,HTML/CSS,Assembly,Elasticsearch,Elasticsearch,Docker,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
661.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MySQL,Android,Android,jQuery,jQuery,Android Studio
662.0,Python,Java,Microsoft SQL Server,Firebase,Windows,Google Cloud Platform,jQuery,Angular/Angular.js,IPython / Jupyter
664.0,HTML/CSS,C++,Firebase,Cassandra,Android,AWS,jQuery,Angular/Angular.js,Eclipse
665.0,Ruby,JavaScript,PostgreSQL,PostgreSQL,Heroku,Heroku,Ruby on Rails,React.js,Atom
666.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,ASP.NET,ASP.NET,Sublime Text
667.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Linux,Docker,jQuery,Angular/Angular.js,Notepad++
668.0,Bash/Shell/PowerShell,Python,MySQL,PostgreSQL,Docker,Docker,Django,Django,PyCharm
669.0,Bash/Shell/PowerShell,Python,Microsoft SQL Server,PostgreSQL,AWS,AWS,jQuery,React.js,IPython / Jupyter
670.0,C#,C#,Microsoft SQL Server,Elasticsearch,Docker,Docker,Angular/Angular.js,ASP.NET,Notepad++
671.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Android,Android,Laravel,Laravel,Android Studio
674.0,C#,Dart,MongoDB,Firebase,Docker,Docker,Express,Angular/Angular.js,PyCharm
675.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Windows,Angular/Angular.js,Angular/Angular.js,Android Studio
677.0,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,Other(s):,IntelliJ
679.0,C#,Go,Elasticsearch,DynamoDB,AWS,AWS,ASP.NET,Django,Visual Studio
680.0,C#,C#,Microsoft SQL Server,PostgreSQL,Windows,Linux,React.js,React.js,Visual Studio
681.0,Bash/Shell/PowerShell,C#,MongoDB,Elasticsearch,Android,Docker,Django,Angular/Angular.js,IPython / Jupyter
683.0,HTML/CSS,Go,Elasticsearch,Elasticsearch,AWS,Android,Angular/Angular.js,Express,Atom
685.0,C#,Assembly,MariaDB,SQLite,Android,Android,Spring,Spring,IntelliJ
686.0,C#,C++,Microsoft SQL Server,Microsoft SQL Server,Android,Arduino,ASP.NET,ASP.NET,Notepad++
688.0,HTML/CSS,C,MariaDB,Couchbase,Android,AWS,Express,Django,Visual Studio Code
689.0,C++,C++,Microsoft SQL Server,Microsoft SQL Server,Arduino,AWS,ASP.NET,React.js,Eclipse
691.0,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,AWS,AWS,jQuery,Angular/Angular.js,Notepad++
693.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,AWS,Docker,jQuery,React.js,Vim
694.0,C#,C#,MySQL,PostgreSQL,Docker,Android,Angular/Angular.js,Django,IntelliJ
695.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
696.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,jQuery,React.js,Android Studio
697.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,AWS,React.js,Flask,IPython / Jupyter
699.0,Bash/Shell/PowerShell,C,MySQL,SQLite,Android,Android,ASP.NET,ASP.NET,Notepad++
701.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,AWS,iOS,Flask,Flask,Vim
703.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,AWS,Docker,ASP.NET,React.js,Visual Studio Code
705.0,Go,Go,Redis,Redis,Google Cloud Platform,Google Cloud Platform,Other(s):,Other(s):,Visual Studio Code
707.0,C#,HTML/CSS,Elasticsearch,MongoDB,Android,Android,Express,Express,Sublime Text
708.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Docker,Docker,Angular/Angular.js,React.js,IPython / Jupyter
712.0,HTML/CSS,HTML/CSS,MySQL,PostgreSQL,Linux,MacOS,jQuery,React.js,Atom
714.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,Arduino,jQuery,Django,Visual Studio Code
715.0,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Google Cloud Platform,Google Cloud Platform,jQuery,jQuery,Notepad++
718.0,C#,C#,Microsoft SQL Server,Elasticsearch,Android,Android,ASP.NET,Angular/Angular.js,Notepad++
720.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Kubernetes,Angular/Angular.js,Angular/Angular.js,Visual Studio
721.0,Bash/Shell/PowerShell,Rust,MongoDB,PostgreSQL,Docker,Docker,Express,Express,IntelliJ
724.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Linux,Android,Angular/Angular.js,React.js,Notepad++
725.0,C#,Java,Microsoft SQL Server,MongoDB,Arduino,AWS,ASP.NET,Angular/Angular.js,Visual Studio
729.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Arduino,Arduino,Django,Django,Emacs
731.0,C,HTML/CSS,MySQL,MySQL,Linux,Linux,jQuery,jQuery,NetBeans
732.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Slack,Docker,ASP.NET,Angular/Angular.js,Visual Studio
736.0,C#,C#,MySQL,Oracle,Android,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
740.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,jQuery,React.js,Atom
741.0,C++,C#,DynamoDB,DynamoDB,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,Notepad++
742.0,Go,Elixir,PostgreSQL,PostgreSQL,Docker,Docker,Flask,Flask,Komodo
743.0,HTML/CSS,JavaScript,MariaDB,Elasticsearch,Linux,Docker,Laravel,Laravel,PHPStorm
744.0,C,C#,Other(s):,Other(s):,Android,Android,ASP.NET,ASP.NET,Android Studio
746.0,Go,Elixir,Couchbase,PostgreSQL,Android,AWS,Angular/Angular.js,Flask,Android Studio
749.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Visual Studio
751.0,HTML/CSS,HTML/CSS,Couchbase,Elasticsearch,Docker,Docker,jQuery,Express,PHPStorm
752.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,jQuery,ASP.NET,Notepad++
753.0,C#,C#,Microsoft SQL Server,PostgreSQL,Microsoft Azure,Microsoft Azure,Angular/Angular.js,React.js,Notepad++
756.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Cassandra,Android,Android,jQuery,React.js,Notepad++
757.0,C,C,MongoDB,MongoDB,Android,Android,jQuery,Flask,Android Studio
758.0,Java,Python,MariaDB,PostgreSQL,AWS,Android,Spring,Spring,Eclipse
760.0,C#,C#,Microsoft SQL Server,PostgreSQL,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Notepad++
761.0,C#,C++,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Atom
762.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,jQuery,Visual Studio
764.0,C#,C#,Oracle,Microsoft SQL Server,Windows,Android,jQuery,Angular/Angular.js,Notepad++
765.0,Java,C,MySQL,PostgreSQL,Android,Android,Ruby on Rails,React.js,Android Studio
768.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Android,AWS,Angular/Angular.js,ASP.NET,Android Studio
769.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
770.0,Go,Go,MariaDB,Elasticsearch,AWS,Arduino,Angular/Angular.js,Angular/Angular.js,PyCharm
771.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,AWS,AWS,Spring,Spring,IntelliJ
773.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,DynamoDB,Android,AWS,Angular/Angular.js,React.js,IntelliJ
774.0,Ruby,Java,Couchbase,Elasticsearch,Android,Docker,Ruby on Rails,Ruby on Rails,RubyMine
776.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Google Cloud Platform,Google Cloud Platform,Flask,Flask,IPython / Jupyter
777.0,Bash/Shell/PowerShell,C++,SQLite,PostgreSQL,Arduino,AWS,jQuery,Angular/Angular.js,Vim
779.0,C,Assembly,DynamoDB,DynamoDB,AWS,AWS,Django,Angular/Angular.js,PyCharm
780.0,HTML/CSS,C#,Oracle,Firebase,Linux,Android,Other(s):,jQuery,Android Studio
781.0,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Docker,Docker,Express,Angular/Angular.js,Eclipse
785.0,HTML/CSS,Go,MariaDB,DynamoDB,AWS,AWS,Laravel,Laravel,Emacs
786.0,Java,Ruby,MySQL,PostgreSQL,MacOS,MacOS,Ruby on Rails,Ruby on Rails,IntelliJ
787.0,C#,C#,PostgreSQL,PostgreSQL,AWS,AWS,ASP.NET,ASP.NET,Visual Studio
789.0,C#,F#,Elasticsearch,Other(s):,Docker,Docker,ASP.NET,React.js,IntelliJ
791.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,Docker,Android,Angular/Angular.js,Other(s):,IntelliJ
795.0,C#,C#,MongoDB,Microsoft SQL Server,AWS,Linux,ASP.NET,ASP.NET,Notepad++
797.0,HTML/CSS,HTML/CSS,MySQL,PostgreSQL,AWS,AWS,Express,Express,IntelliJ
799.0,C,C++,MongoDB,MongoDB,Windows,Windows,jQuery,React.js,Vim
801.0,HTML/CSS,HTML/CSS,Oracle,MongoDB,Linux,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
805.0,Java,Java,MySQL,PostgreSQL,iOS,iOS,React.js,React.js,IntelliJ
812.0,C#,C#,MariaDB,Elasticsearch,Android,Android,Angular/Angular.js,ASP.NET,Visual Studio
814.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Google Cloud Platform,Google Cloud Platform,ASP.NET,ASP.NET,Notepad++
816.0,HTML/CSS,C#,MariaDB,Firebase,iOS,Android,jQuery,Laravel,Android Studio
817.0,Assembly,C++,MariaDB,PostgreSQL,Docker,Linux,Flask,Ruby on Rails,IntelliJ
827.0,C,Go,MySQL,MongoDB,Android,AWS,Express,Django,IntelliJ
828.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,DynamoDB,Microsoft Azure,AWS,ASP.NET,ASP.NET,Visual Studio
829.0,Java,Java,MongoDB,MongoDB,Docker,Docker,Spring,Spring,IntelliJ
830.0,C#,C#,DynamoDB,DynamoDB,AWS,AWS,Express,Express,IntelliJ
831.0,C,C,MySQL,MySQL,Linux,Linux,jQuery,jQuery,Eclipse
832.0,C,C#,Firebase,Firebase,Android,Android,jQuery,ASP.NET,Android Studio
837.0,Java,Kotlin,MySQL,MySQL,Android,Android,Other(s):,Other(s):,Android Studio
842.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,Docker,Docker,React.js,React.js,IntelliJ
843.0,Bash/Shell/PowerShell,HTML/CSS,MariaDB,MariaDB,Docker,Linux,ASP.NET,ASP.NET,Sublime Text
844.0,HTML/CSS,Ruby,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
845.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Windows,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
846.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,PostgreSQL,Docker,Docker,Angular/Angular.js,Flask,IPython / Jupyter
848.0,HTML/CSS,HTML/CSS,MySQL,DynamoDB,AWS,AWS,ASP.NET,jQuery,Sublime Text
850.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
853.0,HTML/CSS,HTML/CSS,MySQL,Elasticsearch,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Atom
857.0,C#,Python,Microsoft SQL Server,PostgreSQL,Android,Arduino,Angular/Angular.js,React.js,IntelliJ
859.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,jQuery,React.js,Eclipse
860.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,AWS,AWS,Angular/Angular.js,Express,Vim
861.0,C#,Kotlin,MongoDB,MongoDB,Docker,Docker,Flask,Vue.js,PyCharm
864.0,Bash/Shell/PowerShell,C++,MySQL,Couchbase,AWS,Android,Angular/Angular.js,Django,IntelliJ
865.0,C#,C#,MySQL,PostgreSQL,Android,Android,jQuery,React.js,Visual Studio
869.0,Java,JavaScript,SQLite,MongoDB,Android,Android,Express,Express,Android Studio
870.0,Python,Go,DynamoDB,MongoDB,Docker,Docker,Django,Other(s):,IPython / Jupyter
871.0,Assembly,Bash/Shell/PowerShell,Microsoft SQL Server,Cassandra,Android,Docker,jQuery,React.js,Eclipse
872.0,Bash/Shell/PowerShell,Go,MySQL,Cassandra,AWS,Linux,Express,Vue.js,PyCharm
873.0,C++,Bash/Shell/PowerShell,SQLite,SQLite,Windows,Windows,jQuery,React.js,Notepad++
874.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,Docker,jQuery,React.js,Emacs
878.0,HTML/CSS,Clojure,PostgreSQL,Elasticsearch,Linux,Android,Angular/Angular.js,Django,Sublime Text
880.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,AWS,AWS,Angular/Angular.js,jQuery,Visual Studio Code
882.0,C++,Rust,MySQL,PostgreSQL,Linux,Linux,Express,React.js,Visual Studio Code
883.0,Bash/Shell/PowerShell,Ruby,MySQL,PostgreSQL,iOS,Android,jQuery,Spring,Vim
884.0,C,Go,Couchbase,PostgreSQL,Docker,Linux,jQuery,Vue.js,Emacs
885.0,Java,Java,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
890.0,C#,JavaScript,Firebase,SQLite,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
893.0,Java,JavaScript,MariaDB,Firebase,Android,iOS,jQuery,Django,Android Studio
895.0,Go,Elixir,DynamoDB,DynamoDB,Arduino,Arduino,Angular/Angular.js,Django,IntelliJ
896.0,C#,C#,MySQL,PostgreSQL,Android,Docker,Angular/Angular.js,React.js,Visual Studio
898.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,Flask,jQuery,IntelliJ
899.0,Bash/Shell/PowerShell,HTML/CSS,MongoDB,MongoDB,Android,Android,Express,Express,Android Studio
900.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Couchbase,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
901.0,Bash/Shell/PowerShell,C#,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,ASP.NET,Notepad++
907.0,Bash/Shell/PowerShell,Other(s):,MySQL,PostgreSQL,Docker,Docker,Flask,Flask,Atom
909.0,C++,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
910.0,Elixir,Elixir,Elasticsearch,Elasticsearch,Android,Android,jQuery,Django,Atom
913.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MySQL,AWS,AWS,Vue.js,Vue.js,IntelliJ
914.0,C#,Java,Microsoft SQL Server,MariaDB,Linux,Android,Angular/Angular.js,Laravel,Notepad++
915.0,Bash/Shell/PowerShell,F#,Elasticsearch,DynamoDB,AWS,Kubernetes,ASP.NET,Spring,IntelliJ
916.0,C#,C,Microsoft SQL Server,Elasticsearch,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
917.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
918.0,HTML/CSS,HTML/CSS,MySQL,MySQL,Android,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
919.0,Bash/Shell/PowerShell,JavaScript,Cassandra,PostgreSQL,AWS,AWS,ASP.NET,React.js,Sublime Text
920.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,MongoDB,Android,Android,jQuery,React.js,Android Studio
922.0,C++,C,MySQL,MySQL,Linux,Arduino,Ruby on Rails,Ruby on Rails,Sublime Text
923.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Linux,Linux,jQuery,React.js,IntelliJ
926.0,HTML/CSS,Clojure,PostgreSQL,PostgreSQL,Arduino,Arduino,jQuery,React.js,Emacs
927.0,C#,C#,MariaDB,MariaDB,Android,Android,ASP.NET,ASP.NET,Notepad++
929.0,C#,JavaScript,Firebase,MongoDB,Android,Android,Express,Express,Android Studio
930.0,Bash/Shell/PowerShell,Go,Elasticsearch,PostgreSQL,Linux,Linux,Angular/Angular.js,React.js,IntelliJ
932.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,AWS,jQuery,Vue.js,Notepad++
934.0,JavaScript,JavaScript,MySQL,MongoDB,Docker,Docker,jQuery,Express,Atom
935.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,AWS,ASP.NET,ASP.NET,Notepad++
938.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
939.0,C#,C#,MariaDB,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
942.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,PostgreSQL,AWS,AWS,jQuery,React.js,IntelliJ
945.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Oracle,PostgreSQL,Heroku,AWS,Flask,Flask,Notepad++
948.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,Angular/Angular.js,Angular/Angular.js,PHPStorm
949.0,C++,Go,DynamoDB,PostgreSQL,Android,AWS,Django,Django,Sublime Text
951.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,MongoDB,Android,Android,jQuery,React.js,Android Studio
952.0,C#,Assembly,Elasticsearch,PostgreSQL,Windows,Linux,ASP.NET,Angular/Angular.js,Emacs
953.0,JavaScript,C++,MySQL,PostgreSQL,Heroku,Linux,Angular/Angular.js,React.js,Sublime Text
955.0,HTML/CSS,HTML/CSS,Firebase,Firebase,Docker,Linux,Spring,Vue.js,IntelliJ
957.0,C#,C++,Microsoft SQL Server,Elasticsearch,Slack,AWS,ASP.NET,Angular/Angular.js,Eclipse
958.0,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Firebase,Android,Android,Angular/Angular.js,ASP.NET,Android Studio
959.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Notepad++
962.0,HTML/CSS,HTML/CSS,MySQL,PostgreSQL,AWS,AWS,React.js,Django,Vim
965.0,C,HTML/CSS,Firebase,Firebase,Android,Linux,Angular/Angular.js,Angular/Angular.js,Android Studio
967.0,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Cassandra,MacOS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
970.0,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
